english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
An exhausted Figment cannot be merged with one that is not exhausted.,[battle] Explanation in that notice when exhaustion states make the two Figments incompatible. Both referenced Figments are visible on the battlefield.,,missing,,,tx1_qqdl356q622i4lfvojtsewfhlu,row1_rmyc3osbywzymudm3rwxxq6w6y,message,,src/cumulus/screens/MobileBattleScreen.tsx:5049:22,rev1_8453792fb21fb04e02c4a6f3286dacef5d30e8a2a331e453f65fcebc3cdf18ca
Merge {figment_name}?,[battle] Confirmation-dialog title for merging one Figment into another. figment_name is the canonical display name of the target Figment and has unknown grammatical gender; activating the confirmation performs the merge.,,missing,,figment_name,tx1_tblgqzv5ilszqpms3nnkw6jiwi,row1_rj2xemtjh545vjco2p4xnydhxq,message,,src/cumulus/screens/MobileBattleScreen.tsx:5059:18,rev1_cfe7cba28e4a60f8001c305fd8524d5e1c591c8a2404509ad2b21e3314c3064e
Cancel,"Meaning: figment-merge-cancel

[accessibility] [battle] Visible command and close name that cancels a pending Figment merge.",,missing,,,tx1_5zdl7bevt2mxanvqxxmnphrogi,row1_gqt2ha2d2mkq7xxrhlhmdw2qva,message,,src/cumulus/screens/MobileBattleScreen.tsx:5067:23; src/cumulus/screens/MobileBattleScreen.tsx:5105:24,rev1_b7205210ab8de34a58106deac1f69c7681a1d3c1d6414e6efe0ec0d873292a4d
Only {spark_count} ✦ from this Legionnaire will be added. Its Warrior-count bonus does not transfer. This merge cannot be undone.,"[accessibility] [battle] Complete warning in the confirmation dialog for a Legionnaire Figment merge. spark_count is the non-negative Spark added to the destination Figment. The ✦ is the canonical Spark symbol and becomes a labeled glyph. The Legionnaire's Warrior-count bonus is excluded, and the action is irreversible.",,missing,,spark_count,tx1_i2kp4jyf6ykrinzqhvyvdo7znm,row1_gngp5a3xcbxnfb75o4abccbsnm,message,,src/cumulus/screens/MobileBattleScreen.tsx:5089:19,rev1_ea41cef50cbc0c2c00d3974ddb4a051a98ecb79a6c68f0c393845d5c4bfeab9d
Merge,"Meaning: figment-merge-action

[battle] Visible command that confirms the pending Figment merge.",,missing,,,tx1_wdctsc43bjjkxavjzdhll5yk7m,row1_ydg467oljhzlnotat5ojz23z74,message,,src/cumulus/screens/MobileBattleScreen.tsx:5113:24,rev1_d0747955b20f8e02240e37943e595e135af6dabef1dc5d433121daff5702618f
Filter deck by All,[accessibility] [card-browser] Name for the deck filter when every card is included.,,missing,,,tx1_24omgctx2lt7ku23jagecs4rra,row1_btxelqw5q7bt3rm5vuq7jg66au,message,,src/cumulus/screens/MobileDeckViewer.tsx:371:16,rev1_951d30c4fc86081648bcf95441367cea17d969678f7f31de5fbc3db5c19637c2
Filter deck by Characters,[accessibility] [card-browser] Name for the deck filter when only Character cards are included.,,missing,,,tx1_rmlxtfenh5kgbunakcce2bofly,row1_w3x2opjr6qnimplvdptgadpnnq,message,,src/cumulus/screens/MobileDeckViewer.tsx:376:16,rev1_9088449352c9e1748bc08154bde9b4a0ebae3c13a4b4b211c6511d07360137fc
Filter deck by Events,[accessibility] [card-browser] Name for the deck filter when only Event cards are included.,,missing,,,tx1_xardpcu5iwn3y6qnendrhxjasi,row1_msdwhwkw3bcoddc4ed56cxtwyi,message,,src/cumulus/screens/MobileDeckViewer.tsx:381:16,rev1_4eb4001ff8deb69affdc131f1eccc4f1f61ae1306562e1eab3755a24bb42acb3
Filter deck by {subtype},[accessibility] [card-browser] Name for the deck filter when one canonical card subtype is selected. subtype is authored card vocabulary and has unknown grammatical gender.,,missing,,subtype,tx1_3jr7jd35j75zuvwwzaftwtyou4,row1_glqftase3fv4m53wzzqesclmya,message,,src/cumulus/screens/MobileDeckViewer.tsx:386:16,rev1_75f9522478f63c273d8f46b7eaab6be7572651ef99e8ad1e99f13546493d26b3
Sort deck by Name,[accessibility] [card-browser] Name for sorting the deck by card name.,,missing,,,tx1_6kdawijw6utgmi3sfp7fyx4atu,row1_276fehm2vsgphgyjuewnojwxum,message,,src/cumulus/screens/MobileDeckViewer.tsx:401:16,rev1_a4a6e24605902f21417f320d1ea9430dec5a3f95dcb9622f0341eafcc207ea35
Sort deck by Acquired,[accessibility] [card-browser] Name for sorting the deck by acquisition order.,,missing,,,tx1_q3pqlbeog5aclpgpardkishcdu,row1_meuzyej457udd5xuasqk7iftji,message,,src/cumulus/screens/MobileDeckViewer.tsx:406:16,rev1_c0d9e7d0115286e6dd437387a7311bd74454afa8494f35bb615724039d32f9fd
Sort deck by Cost,[accessibility] [card-browser] Name for sorting the deck by energy cost.,,missing,,,tx1_svszexaeguloome4d5lmxu2bcm,row1_3lcoz3ztfhmrlj5jlsgzopzmiy,message,,src/cumulus/screens/MobileDeckViewer.tsx:411:16,rev1_9140f4530c3ef692677b7e8b9a71962a141d22ed3ed2e08f79a65856df70a61f
Sort deck by Spark,[accessibility] [card-browser] Name for sorting the deck by Spark.,,missing,,,tx1_itvudatxqjn2xasgz2wfpji56u,row1_7cwf3qlbf74tpbbr4c6xg6yfgi,message,,src/cumulus/screens/MobileDeckViewer.tsx:416:16,rev1_d86314228fd0e0695ada5ff3a098903d55f1e469059700aea022da8ba0862252
Sort deck by Subtype,[accessibility] [card-browser] Name for sorting the deck by card subtype.,,missing,,,tx1_amtijvo7sattdlqnbs4qgefj3y,row1_akfcjpuu7v4zxagtbx5glx2peq,message,,src/cumulus/screens/MobileDeckViewer.tsx:421:16,rev1_b294bbd34971eaba3f08c8a59e2d55c9aad875d9a4bf16481520b505be34e2f7
Filter card subtype,[accessibility] [pool-viewer] Name for the Pool Viewer selector that filters Character cards by their authored subtype.,,missing,,,tx1_nvpvk5chifrjcjbzvwmf766b3a,row1_lp4jxipmruie4rmm7xybgjdeaq,message,,src/cumulus/screens/PoolViewerScreen.tsx:202:22,rev1_3777cfd76677259cf089452b9e247535211e57cc3204e20e682cda67072b638f
All subtypes,[pool-viewer] Visible Pool Viewer subtype option that clears the authored Character-subtype filter.,,missing,,,tx1_gdtlycntxllxzgbv74oqktnsr4,row1_5yuk2dumq3ncmfaaeew4eohyyi,message,,src/cumulus/screens/PoolViewerScreen.tsx:209:22,rev1_d9a5033278dc31d1bb93bc89da9104570bbe98b1d673556d0d700cdc5718b9eb
Filter card cost,[accessibility] [pool-viewer] Name for the Pool Viewer selector that filters cards by their Energy-cost category.,,missing,,,tx1_hquitrgv43hx2dgyykrzozywri,row1_2zce2276azcwffl232whoqhtzi,message,,src/cumulus/screens/PoolViewerScreen.tsx:229:22,rev1_704474aab91a2d50cf3e8bf83c09dfde459574cc46b84ad5d2d8d4a694578332
Tide provenance,[pool-viewer] Visible title of the Pool Viewer disclosure explaining which Tides constructed the run pool.,,missing,,,tx1_h5um6iezhlbidtffyszcheadsm,row1_4tvt7ljdjmgglxxl67tvgx5use,message,,src/cumulus/screens/PoolViewerScreen.tsx:252:17,rev1_6076e9cc39fcd08e67ad2bfdabe2e35085aa8a80759ee44e1d537ab9c5e6090d
Pool construction,[pool-viewer] Visible title of the Pool Viewer disclosure identifying the active pool-construction algorithm.,,missing,,,tx1_xils7sji7oefe2pdtg3bxqig7u,row1_vlnoio4ncogo7khusbftp447tu,message,,src/cumulus/screens/PoolViewerScreen.tsx:256:17,rev1_5e6c42a2c3d96ff3fc31e980a07ba5d63bc5448c1a071860403ca62fc470fdca
{tide_count} Tides,"[pool-viewer] Visible Pool Viewer disclosure summary showing the number of Tides used to construct the pool. tide_count is a visible nonnegative safe integer, can be zero in synthetic or incomplete data, and governs Tide number grammar.

Conditions: disclosure.tideCount.plural=other",,missing,,tide_count,tx1_4r7vbijoelukpvbblnbstuel5q,row1_b4zry4cuzzjtamn3rpuhhkatvi,message,,src/cumulus/screens/PoolViewerScreen.tsx:263:17,rev1_a1cf085157e9f95574605cd2a5d3916ca41178cd331f9902ddd2f98d71785e05
{tide_count} Tide,"[pool-viewer] Visible Pool Viewer disclosure summary showing the number of Tides used to construct the pool. tide_count is a visible nonnegative safe integer, can be zero in synthetic or incomplete data, and governs Tide number grammar.

Conditions: disclosure.tideCount.plural=one",,missing,,tide_count,tx1_4r7vbijoelukpvbblnbstuel5q,row1_fzz4dlpj67bq4uxfc6ysn22diy,message,,src/cumulus/screens/PoolViewerScreen.tsx:263:17,rev1_e0dfaac4a4e4eec962f89abf0f52490a6a99e54970e0261367f44aa83ce18892
{tide_count} Tides,"[pool-viewer] Visible Pool Viewer disclosure summary showing the number of Tides used to construct the pool. tide_count is a visible nonnegative safe integer, can be zero in synthetic or incomplete data, and governs Tide number grammar.

Conditions: disclosure.tideCount.plural=few",,missing,,tide_count,tx1_4r7vbijoelukpvbblnbstuel5q,row1_vhcsjyj7wc24kbggvlbvxvfb4a,message,,src/cumulus/screens/PoolViewerScreen.tsx:263:17,rev1_d850615759c38498893183027cf2be03076f3a208981b5ff7ee52a8567ef0c6c
{tide_count} Tides,"[pool-viewer] Visible Pool Viewer disclosure summary showing the number of Tides used to construct the pool. tide_count is a visible nonnegative safe integer, can be zero in synthetic or incomplete data, and governs Tide number grammar.

Conditions: disclosure.tideCount.plural=many",,missing,,tide_count,tx1_4r7vbijoelukpvbblnbstuel5q,row1_xlh3q5iszovrvynx6v2sys565i,message,,src/cumulus/screens/PoolViewerScreen.tsx:263:17,rev1_10f389e7fe4ebd234e27ff3f8a0f33534a6ad5f4bc70300bc3624f76da43478f
Algorithm: {algorithm_id},[pool-viewer] [developer] Visible Pool Viewer diagnostic summary naming the pool-construction algorithm. algorithm_id is a stable raw internal identifier such as tides4; translators may reorder it but the identifier itself remains unchanged.,,missing,,algorithm_id,tx1_narlte7ljcwprj2y3l6cknsmfm,row1_zthuv7om3asjskuuupx7yo2w2e,message,,src/cumulus/screens/PoolViewerScreen.tsx:271:17,rev1_e5cc3834cbd9da86c4398e5cd55eb312a003638de38bafcd12061d25c5c01904
Built to {deal_size} Cards with a per-card copy cap of {copy_cap}; {facet_drawn_count} of {facet_available_count} theme Tides were drawn.,"[pool-viewer] [developer] Visible Pool Viewer diagnostic sentence describing a Tides-built pool. deal_size is the visible nonnegative safe-integer target pool size and governs Card number grammar. copy_cap is the visible nonnegative per-card maximum. facet_drawn_count and facet_available_count are separate visible nonnegative counts showing selected and available theme Tides; drawn can be zero and cannot exceed available.

Conditions: disclosure.dealSize.plural=other",,missing,,copy_cap; deal_size; facet_available_count; facet_drawn_count,tx1_ubavzvyps7o2i66qllw6p6gylm,row1_56xvgemlh6yaxnrs3tcznqsvwa,message,,src/cumulus/screens/PoolViewerScreen.tsx:294:19,rev1_0fe2984ae469d109017174c4b5ea57b8a038216257c4970d3bbaa68f840a1b0e
Built to {deal_size} Card with a per-card copy cap of {copy_cap}; {facet_drawn_count} of {facet_available_count} theme Tides were drawn.,"[pool-viewer] [developer] Visible Pool Viewer diagnostic sentence describing a Tides-built pool. deal_size is the visible nonnegative safe-integer target pool size and governs Card number grammar. copy_cap is the visible nonnegative per-card maximum. facet_drawn_count and facet_available_count are separate visible nonnegative counts showing selected and available theme Tides; drawn can be zero and cannot exceed available.

Conditions: disclosure.dealSize.plural=one",,missing,,copy_cap; deal_size; facet_available_count; facet_drawn_count,tx1_ubavzvyps7o2i66qllw6p6gylm,row1_pz3lpkwmfnor2hswqvybc62w64,message,,src/cumulus/screens/PoolViewerScreen.tsx:294:19,rev1_5d4421567a34c9b2461d348578fcf653ad7b05542176acabcc75e75b3f2e9255
Built to {deal_size} Cards with a per-card copy cap of {copy_cap}; {facet_drawn_count} of {facet_available_count} theme Tides were drawn.,"[pool-viewer] [developer] Visible Pool Viewer diagnostic sentence describing a Tides-built pool. deal_size is the visible nonnegative safe-integer target pool size and governs Card number grammar. copy_cap is the visible nonnegative per-card maximum. facet_drawn_count and facet_available_count are separate visible nonnegative counts showing selected and available theme Tides; drawn can be zero and cannot exceed available.

Conditions: disclosure.dealSize.plural=few",,missing,,copy_cap; deal_size; facet_available_count; facet_drawn_count,tx1_ubavzvyps7o2i66qllw6p6gylm,row1_lvqprkyd3yi2oa3zi5m4omygmy,message,,src/cumulus/screens/PoolViewerScreen.tsx:294:19,rev1_2e66ca3d25f10593b0c3db11a582d735862acd7730becac2bea46ff98fa98482
Built to {deal_size} Cards with a per-card copy cap of {copy_cap}; {facet_drawn_count} of {facet_available_count} theme Tides were drawn.,"[pool-viewer] [developer] Visible Pool Viewer diagnostic sentence describing a Tides-built pool. deal_size is the visible nonnegative safe-integer target pool size and governs Card number grammar. copy_cap is the visible nonnegative per-card maximum. facet_drawn_count and facet_available_count are separate visible nonnegative counts showing selected and available theme Tides; drawn can be zero and cannot exceed available.

Conditions: disclosure.dealSize.plural=many",,missing,,copy_cap; deal_size; facet_available_count; facet_drawn_count,tx1_ubavzvyps7o2i66qllw6p6gylm,row1_sbho2gf3fk475detb366ybxtpy,message,,src/cumulus/screens/PoolViewerScreen.tsx:294:19,rev1_a73612c54e562cf501863e30ae26a6daa782b9a9a766be51588a6b82fee18231
The active run pool is shown with its remaining copies.,[pool-viewer] Visible Pool Viewer disclosure sentence explaining that card quantities are the current remaining copies in the active run pool.,,missing,,,tx1_wwy4tu7k3u3nrdzfwqzo52g6iy,row1_io4d4ipuzgwmgbv6b4rkx7xxyq,message,,src/cumulus/screens/PoolViewerScreen.tsx:313:19,rev1_fbb8a448b8b2df88bc441ea964039553a05d129b5d83f5824a5d8baaee8efc9f
{visible_count} of {total_count} Cards,"Meaning: pool-filtered-count-subtitle

[pool-viewer] Filtered card-browser subtitle. visible_count is the non-negative number matching the active filters; total_count is the non-negative collection size before filtering and governs Card grammar.

Conditions: view.totalCount.plural=other",,missing,,total_count; visible_count,tx1_crfpgctievk6lv7ze7tel4n37i,row1_misbsbi644p27fpkajdou5ufha,message,,src/cumulus/screens/PoolViewerScreen.tsx:323:19,rev1_7104aae2fbc3943ef7c8be188e24a26689fd1cced1100deba2883950a75b7592
{visible_count} of {total_count} Card,"Meaning: pool-filtered-count-subtitle

[pool-viewer] Filtered card-browser subtitle. visible_count is the non-negative number matching the active filters; total_count is the non-negative collection size before filtering and governs Card grammar.

Conditions: view.totalCount.plural=one",,missing,,total_count; visible_count,tx1_crfpgctievk6lv7ze7tel4n37i,row1_dxlw3e5fchqrgud7h354ppjtpq,message,,src/cumulus/screens/PoolViewerScreen.tsx:323:19,rev1_6231caf307c36f982ea614163562f580eff7bc232b65ec4062f6f19c735cd156
{visible_count} of {total_count} Cards,"Meaning: pool-filtered-count-subtitle

[pool-viewer] Filtered card-browser subtitle. visible_count is the non-negative number matching the active filters; total_count is the non-negative collection size before filtering and governs Card grammar.

Conditions: view.totalCount.plural=few",,missing,,total_count; visible_count,tx1_crfpgctievk6lv7ze7tel4n37i,row1_2i5dry4qv6ovjn6dxlvivfrchu,message,,src/cumulus/screens/PoolViewerScreen.tsx:323:19,rev1_bfe09fcff6d68863b90c4b6f4010c28406347d5ced7e10eccb7cddab119ced61
{visible_count} of {total_count} Cards,"Meaning: pool-filtered-count-subtitle

[pool-viewer] Filtered card-browser subtitle. visible_count is the non-negative number matching the active filters; total_count is the non-negative collection size before filtering and governs Card grammar.

Conditions: view.totalCount.plural=many",,missing,,total_count; visible_count,tx1_crfpgctievk6lv7ze7tel4n37i,row1_enuvvhxuxfdv2nbfbcklxl6gby,message,,src/cumulus/screens/PoolViewerScreen.tsx:323:19,rev1_6d528537c8c38222560452a618adead98d2ba61f39f7885e9ab1e611b61f14ed
Close pool viewer,[accessibility] [pool-viewer] Command name for the button that closes the Pool Viewer overlay or floating panel.,,missing,,,tx1_omndecse7uq4cw4gq5sige2qui,row1_dxj5cgdhwvtygyrkxh7bvbhq2y,message,,src/cumulus/screens/PoolViewerScreen.tsx:338:20,rev1_8183b05b6b84a9d308b465aaf3be598079a0f7414094cee5a7a08255a3a1e2e3
Search cards,[pool-viewer] Visible label for the Pool Viewer field that searches authored card names and rules text.,,missing,,,tx1_yucd3vzpudc3bjxuu6cs5updoq,row1_6243mzi6ojsmmx5y3k3urqmtpe,message,,src/cumulus/screens/PoolViewerScreen.tsx:348:20,rev1_d0f27e7e507050327a502f7fcddf771a38197806dc0decc6d19c124d1a9ca0dc
Sort cards,[accessibility] [pool-viewer] Name for the Pool Viewer selector that chooses the card property used for sorting.,,missing,,,tx1_vh3jfq47d3qrtsjgzgtuziizii,row1_mb63a62mk4x7rcjdsxp6vs7nxm,message,,src/cumulus/screens/PoolViewerScreen.tsx:357:24,rev1_9b5a73cb6f6419454959d6b6b44081504a58f0eb086a40d851e13b64b2df913f
Run Pool,[pool-viewer] Visible Pool Viewer source-tab label for the current remaining draft pool.,,missing,,,tx1_ybapdjabxde7mvc5xqia7fk47m,row1_drxbo5egbfbsxk6bvq42i2prfi,message,,src/cumulus/screens/PoolViewerScreen.tsx:388:14,rev1_3319f99dd59a05f4c2917706895123d78a6f09e605c8ea02afa89d1459878f0a
Tide Decks,[pool-viewer] Visible Pool Viewer source-tab label for the Tide construction input.,,missing,,,tx1_oiigbefop5p5hccrggos754hvy,row1_fxgfqmjx666pp32kdrc6dop4wm,message,,src/cumulus/screens/PoolViewerScreen.tsx:393:14,rev1_805e2cf616aa7d36fbd975bdbbbf973904a90ff2c31cc62489b53ea8b35c9a45
All Cards,[pool-viewer] Visible Pool Viewer source-tab label for the full card catalog.,,missing,,,tx1_ag73dzp4igejbv7evjrklxildi,row1_n3u6ivcisxikkomoypim7nwujm,message,,src/cumulus/screens/PoolViewerScreen.tsx:398:14,rev1_41790cc5e425e0cf4c0923c557d830a714ccae05466700885a949d3fbf9e09b5
No run pool cards are available.,[pool-viewer] Visible Pool Viewer empty-state sentence for an empty current run pool.,,missing,,,tx1_rde3it73f6vb6wkviwxkdh63oa,row1_cgjbm2brgi3r4oqzkkb5mqlxti,message,,src/cumulus/screens/PoolViewerScreen.tsx:413:14,rev1_11fd9adaee0caf409cb6c624c4388e78cfe02782753ce992fe08e24bbea47aba
This run has no Tide decks.,[pool-viewer] Visible Pool Viewer empty-state sentence when the run has no Tide construction inputs.,,missing,,,tx1_w2hr67qxvw7akms7dfntepxqj4,row1_gac4vc3qcde3hxdw2yttg6v5va,message,,src/cumulus/screens/PoolViewerScreen.tsx:418:14,rev1_57bb2692391d11019d525322279e27a167919ad06e3af49584b1ae92abea245d
No cards match the current filters.,[pool-viewer] Visible Pool Viewer empty-state sentence when filters hide every card in the full catalog.,,missing,,,tx1_26d2facal3erykhb42nmeejora,row1_hjsvtx37zpajbrfnxnzjthclv4,message,,src/cumulus/screens/PoolViewerScreen.tsx:423:14,rev1_213b6ea87e90a93f04fbe8a731799c0e32ea35823fbde6b4ff12a07f0baa87aa
This avatar has no signature cards.,[dream-avatar] [pool-viewer] Visible Pool Viewer empty-state sentence when the Dream Avatar has no authored signature cards.,,missing,,,tx1_ajrdojupxq3rwe32ppdp4ijqie,row1_sovzvxphdqxypqopia5js56aae,message,,src/cumulus/screens/PoolViewerScreen.tsx:428:14,rev1_dd14bd7da756f7b7d7876468745e7bb3043750fa10b57f44801813f9c79e72cd
All costs,[pool-viewer] Compact visible Pool Viewer Energy-cost filter option. The same source label is used for the no-filter option and the exact-cost zero-through-four options.,,missing,,,tx1_wrzxm5souzi7zkl7uoby2hefsy,row1_xv5rlgyoid4cmhx4eidclbjwra,message,,src/cumulus/screens/PoolViewerScreen.tsx:480:14,rev1_93e76aa7545b003e3ee50566ff3d2d5056c54c3c243c9baf90a2412db89a6530
Cost 5+,[pool-viewer] Compact visible Pool Viewer Energy-cost filter option that selects cards with a printed cost of five or more.,,missing,,,tx1_e6u62uwlcpthyqrcnzouxcp6di,row1_eo4ez7yy5nsoof4gdvgn6d642m,message,,src/cumulus/screens/PoolViewerScreen.tsx:485:14,rev1_756b3872ba1bb1519d737f86026068f3130e2466e80be962bf6c90c129b51ab3
Cost X,[pool-viewer] Compact visible Pool Viewer Energy-cost filter option that selects cards with a variable printed cost.,,missing,,,tx1_7jmztgkoxu7caxsrwmfotagxtu,row1_ij7odvrl2qi3vqwlflb44zqcri,message,,src/cumulus/screens/PoolViewerScreen.tsx:490:14,rev1_070db8a6d4a80f27d16a949f0268d142687288fb649c31058fa247085658b56a
Pool Viewer,"Meaning: pool-viewer-heading

[pool-viewer] [journey] Visible Pool Viewer heading for the Journey utility overlay.",,missing,,,tx1_xelbvwzvolndds2zhu3orem4kq,row1_ptkcczyi3jz4a5wohxx5ksov3q,message,,src/cumulus/screens/PoolViewerScreen.tsx:500:14,rev1_2da94a42e768d4e8a82edf9f0b65df6abc4ba69201834c224b93bc2b967f5b28
Battle Pool Viewer,[battle] [pool-viewer] Visible Pool Viewer heading for the floating Battle inspector.,,missing,,,tx1_7h3jxoshsxcfhdh47a7wpyamdm,row1_6mhbtianefhkyv3cq3fok33zla,message,,src/cumulus/screens/PoolViewerScreen.tsx:505:14,rev1_1528535c6ee2129c8c2c39c8c53143d1141d1adbdb64f80b50fcd4a3d7cb3bbb
Number,[pool-viewer] Compact visible Pool Viewer sort-field option for authored card numbers.,,missing,,,tx1_ytu7y7mdvgkgavum3njxidiqxi,row1_445ffs4fb34lu42cf7elcygpae,message,,src/cumulus/screens/PoolViewerScreen.tsx:520:14,rev1_0f1973f6ddb4c37b17c869df7a59e1e49d3fa1c10c9994a330cb9b0323ecf3d6
Type,[pool-viewer] Compact visible Pool Viewer sort-field option for card type.,,missing,,,tx1_6gsuk7yfqasd2v4djovjsgsw2i,row1_irlvq27ecrkfhbhlzrliduu4v4,message,,src/cumulus/screens/PoolViewerScreen.tsx:530:14,rev1_9cc96204ce372f6a873e2542546a5fd41bccd9e5c8bc8f43158cbc54c4a9241b
Exploration boon: every item in this shop is free.,[exploration] Persistent live status above a Card Shop shelf when its T56 visit-wide Exploration benefit is bound to this exact visit.,,missing,,,tx1_bylmom7d5ioolvuxa3q3pippyi,row1_lj3chcbjn5g5pauhfz4ue2e7om,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:36:9,rev1_0b44418fc9d1abec9672804a8c6bad8d7f7695d19e1ac4b590f43af8a77aad6a
Exploration boon: {remaining_count} free purchases remain.,"[dreamsign] Persistent live status above a Shop or Dreamsign Bazaar shelf when T82 free purchases are queued. remaining_count is the positive total across all FIFO counters.

Conditions: status.freePurchasesRemaining.plural=other",,missing,,remaining_count,tx1_s6okfhwwzxi4aoei3o2rekvkdy,row1_53e3wuaxmxpcpf4rhkanqsu6ra,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:41:11,rev1_f1b4be52e4f4ac936d254c29284edbd8a8d37122fd86091eb0b700032dd65709
Exploration boon: {remaining_count} free purchase remains.,"[dreamsign] Persistent live status above a Shop or Dreamsign Bazaar shelf when T82 free purchases are queued. remaining_count is the positive total across all FIFO counters.

Conditions: status.freePurchasesRemaining.plural=one",,missing,,remaining_count,tx1_s6okfhwwzxi4aoei3o2rekvkdy,row1_3otgyhiku4xvuo5phakuzu6ur4,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:41:11,rev1_14df6ba79062fc4f46af381dbfd16fd28779f7024cdda8bb484390ffbb8b8eef
Exploration boon: {remaining_count} free purchases remain.,"[dreamsign] Persistent live status above a Shop or Dreamsign Bazaar shelf when T82 free purchases are queued. remaining_count is the positive total across all FIFO counters.

Conditions: status.freePurchasesRemaining.plural=few",,missing,,remaining_count,tx1_s6okfhwwzxi4aoei3o2rekvkdy,row1_vq5p6b5s4iiglxuidsjbs2rnvu,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:41:11,rev1_d7e5105ac9bbd5c26a73b27ae29682ddb2f4573ce30e19863d72401f018370f7
Exploration boon: {remaining_count} free purchases remain.,"[dreamsign] Persistent live status above a Shop or Dreamsign Bazaar shelf when T82 free purchases are queued. remaining_count is the positive total across all FIFO counters.

Conditions: status.freePurchasesRemaining.plural=many",,missing,,remaining_count,tx1_s6okfhwwzxi4aoei3o2rekvkdy,row1_6urqyrfklduxodxeipfkvkzlay,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:41:11,rev1_4a6c3b9e1e3c685c3a5a9593dacbf031c78284df682bef301ffcbb3e6bb42c50
"Exploration boons: every item in this shop is free, with {remaining_count} free purchases remaining.","[ui] Persistent live status above a Card Shop shelf when T56 and T82 overlap. remaining_count is the positive total of successful T82 purchases remaining; those counters are consumed even while T56 also makes the visit free.

Conditions: status.freePurchasesRemaining.plural=other",,missing,,remaining_count,tx1_bbsmbjfycw7see4ocfk6xfm5mm,row1_5thhwcqvbetyflccavfhyildv4,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:51:11,rev1_c7b3e9cc8a8577552d129a7526e783af0b027578b4959fd7bc4014178c14ec3d
"Exploration boons: every item in this shop is free, with {remaining_count} free purchase remaining.","[ui] Persistent live status above a Card Shop shelf when T56 and T82 overlap. remaining_count is the positive total of successful T82 purchases remaining; those counters are consumed even while T56 also makes the visit free.

Conditions: status.freePurchasesRemaining.plural=one",,missing,,remaining_count,tx1_bbsmbjfycw7see4ocfk6xfm5mm,row1_hvnvnyjiv2atlebgbaqgjvqtf4,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:51:11,rev1_606e65ad146568ea160f5b42c3ae2ffaad6a2d3418c8247f8bcc528b3adff512
"Exploration boons: every item in this shop is free, with {remaining_count} free purchases remaining.","[ui] Persistent live status above a Card Shop shelf when T56 and T82 overlap. remaining_count is the positive total of successful T82 purchases remaining; those counters are consumed even while T56 also makes the visit free.

Conditions: status.freePurchasesRemaining.plural=few",,missing,,remaining_count,tx1_bbsmbjfycw7see4ocfk6xfm5mm,row1_do2carcbvvn2pndeyhvhc2ezwy,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:51:11,rev1_439d5b80d468c5805aa3b3e06b12d79a329925f2cdc851920fab92f04a40c31f
"Exploration boons: every item in this shop is free, with {remaining_count} free purchases remaining.","[ui] Persistent live status above a Card Shop shelf when T56 and T82 overlap. remaining_count is the positive total of successful T82 purchases remaining; those counters are consumed even while T56 also makes the visit free.

Conditions: status.freePurchasesRemaining.plural=many",,missing,,remaining_count,tx1_bbsmbjfycw7see4ocfk6xfm5mm,row1_dhpu7xv5poqdffukjela3mzcia,message,,src/cumulus/screens/ShopFreePurchaseStatus.tsx:51:11,rev1_f9b04ab772ae32a18f24ee2ab85e93a1862efd3d3f4da50023e4a63888a92e18
Starting Deck,[ui] Copy for the modal that introduces the player's initial deck.,,missing,,,tx1_cloznhuyovo35pboc33wejf7ki,row1_5s5dixh5yavqkjmovem5su7cxu,message,,src/cumulus/screens/StartingDeckOverlay.tsx:70:14,rev1_e5a497b4ea91dd28f573aec0fc0da5e53e06bec3c1e67fc417d4024caec68909
These are the cards you begin the journey with.,[ui] Starting deck subtitle.,,missing,,,tx1_4dxutqozmboksfqdix2ajg5o5y,row1_4tisv7cxf7qb3byrrpz6lgak6m,message,,src/cumulus/screens/StartingDeckOverlay.tsx:74:17,rev1_3649fcd8ae93630b4ef951baa23eb567af259b539f69412c24f85c931bdcd58e
No cards in starting deck.,[ui] Starting deck empty state.,,missing,,,tx1_q7ymeiletduobhtwa6tn6iqwgi,row1_wcizwrvhjo4wshhbmqguwdiwnm,message,,src/cumulus/screens/StartingDeckOverlay.tsx:79:19,rev1_5c7c2a06eb46d12e7b30a86dc578ef54ea45792d430ab116d6083c03eadf05e8
Begin Journey,[ui] Starting deck begin action.,,missing,,,tx1_64jts7uqmtmifevx5jp3oeb6wu,row1_entqhnr4y3pyfg7prybzibeocu,message,,src/cumulus/screens/StartingDeckOverlay.tsx:83:20,rev1_1765ced1c8dd0f9765b487756dceb8ed314e41aa2875607664de777411ce0a2b
